Rating,Company,Average,Lowest,Highest,yr/mo/hr
3.1,DaDa,601124,"7,16,641","7,86,170",/yr
4.9,CoRover,1670840,"20,04,579","21,72,521",/yr
4.8,360DigiTMG,298480,"3,60,400","3,85,800",/yr
2.8,City Union Bank,806228,"9,68,680","10,46,890",/yr
4.9,Cuddle,1620452,"19,42,707","21,08,423",/yr
4.9,Ezappsolution,925063,"6,23,837","16,88,820",/yr
3.2,ThirdEye Data,493436,"5,34,080","6,99,511",/yr
4.8,CanWill Technologies,958408,"11,31,524","12,64,497",/yr
2.9,Tridiagonal Solutions,497318,"5,31,955","7,11,339",/yr
2.7,MIQ Logistics,509476,"2,03,644","10,70,045",/yr
3.1,Conduent,695605,"7,54,401","9,84,612",/yr
3.2,Shaw Academy,1212333,"5,27,888","25,02,945",/yr
1.5,vElement,211038,"2,51,899","2,75,697",/yr
4.8,Tech9,1414160,"12,87,163","22,48,238",/yr
3.2,FarmGuide,886463,"5,42,943","16,73,215",/yr
2.6,GoLorry,656126,"7,48,488","8,91,827",/yr
2.3,diwo,653162,"7,61,465","8,71,439",/yr
1.7,Xeco,422775,"3,25,068","7,31,870",/yr
4.9,DXFactor,455901,"4,11,130","7,28,623",/yr
3.1,HDFC Developers,1232865,"12,83,541","17,98,621",/yr
3,RxAdvance,996347,"10,26,677","14,64,190",/yr
1,Canopus Data Insights,178238,"1,87,336","2,58,259",/yr
4.8,Tops Office Pros Business Services,478362,"5,30,265","6,65,640",/yr
3.2,D2K Technologies India,17476,"18,112","25,577",/yr
2.6,My Ally,75028,"65,760","1,21,809",/yr
3.1,Board Infinity,255392,"1,80,041","4,58,438",/yr
4.8,F(x) Data Labs,30711,"31,674","45,103",/yr
3.2,Vumonic Technologies,361975,"2,85,864","6,19,074",/yr
3.1,Karvy Group,11907,"14,261","15,507",/yr
3.2,HRS Group,31979,"38,364","41,583",/yr
3.2,Vumonic Technologies,9010,"10,817","11,707",/yr
3.2,HRS Group,1392257,"16,68,634","18,12,009",/yr
3.1,Samsung R&D Institute India - Bangalore,916499,"10,97,054","11,94,194",/yr
3.2,D2K Technologies India,548186,"6,58,409","7,12,056",/yr
3.1,TransOrg Analytics,684498,"7,11,245","10,00,000",/yr
1.8,UniQreate,3791046,"4,84,125","89,93,491",/yr
3,Lido,6231614,"8,30,652","1,47,48,382",/yr
2.8,Hypersonix (CA),1658610,"4,00,000","37,46,526",/yr
2.6,YouPlus,1019829,"7,00,126","18,49,446",/yr
3.1,Blueocean Market Intelligence,644773,"7,37,466","8,74,466",/yr
2.3,Artivatic Data Labs,960248,"5,04,346","18,96,275",/yr
3.2,ExxonMobil,1629715,"7,08,000","33,66,288",/yr
1,CreditNirvana,938854,"8,41,572","15,05,564",/yr
2.7,Everlytics,431458,"2,58,635","8,20,011",/yr
2.9,Guavus,1668918,"12,67,125","29,05,170",/yr
2.5,Pentation Analytics,534891,"5,55,321","7,81,906",/yr
3.1,Mahindra Integrated Business Solutions,560865,"2,78,204","11,23,958",/yr
3.2,AntWorks,9275753,"9,34,483","2,22,54,900",/yr
3,ZEE5,1283836,"9,15,998","22,93,593",/yr
3.1,National Payments Corporation of India,1018775,"5,35,666","20,11,271",/yr
1.9,NDS InfoServ,754139,"6,22,989","12,62,358",/yr
3.1,Samsung R&D Institute India - Bangalore,1338542,"12,45,977","21,00,379",/yr
4.9,Terra Economics and Analytics Lab,641298,"6,42,262","9,60,982",/yr
2.5,Artificial Learning Systems,950352,"9,75,628","14,00,253",/yr
3,Exela Technologies,2332686,"4,43,494","53,88,222",/yr
3.2,EasyRewardz,732420,"4,96,588","13,34,463",/yr
3.1,Quest Global,1168910,"8,48,150","20,74,125",/yr
2.8,LiquidHub,1338340,"7,76,280","25,69,570",/yr
3.2,Prognos Health,1166015,"12,00,000","17,15,037",/yr
4.9,Spoonshot,1494704,"16,13,750","21,23,009",/yr
3.1,Lincode,494550,"5,00,000","7,36,376",/yr
3,Autonomus Solutions,465689,"5,63,141","6,01,082",/yr
2.7,Hionix,469355,"5,61,790","6,11,598",/yr
4.9,Kavyant Technologies,514710,"6,12,382","6,74,393",/yr
2.4,BancTec,532510,"6,39,140","6,92,134",/yr
4.8,Brain Vision Technology,503481,"6,03,307","6,55,395",/yr
3.1,Data Science Dojo,502744,"6,03,502","6,53,359",/yr
3,Kukun enterprise,1294538,"15,58,468","16,77,876",/yr
3,Electron Bridge,449954,"5,41,590","5,83,295",/yr
4.9,EX2 Solutions,998546,"12,05,159","12,91,206",/yr
2.4,Raghavendra Rathore Jodhpur,1299628,"15,72,680","16,76,389",/yr
3.1,Ayata,625240,"7,49,920","8,13,181",/yr
2.6,Nucsoft,282175,"3,39,316","3,66,121",/yr
3,iFuture Robotics,577838,"6,93,307","7,51,288",/yr
2.7,Sigma Mechotronics,84176,"1,00,941","1,09,498",/yr
1.9,Fortraiz Infosec,688603,"8,25,035","8,96,473",/yr
4.9,SentinelOne,1307038,"15,76,128","16,91,466",/yr
3,Nucleusmind Technologies,367492,"4,38,908","4,79,821",/yr
4.9,Openstream,416591,"5,00,864","5,40,613",/yr
2.8,Safeducate Institute of Learning,686578,"8,30,284","8,86,160",/yr
2,Beno Staffing,750849,"9,00,837","9,76,285",/yr
2.9,Zedd Customer Solutions,403636,"4,84,875","5,24,215",/yr
2.6,Infinite Analytics,2080194,"24,74,327","27,26,159",/yr
2.7,Ragle,653489,"7,89,411","8,44,312",/yr
2.4,DIMTS,1751464,"21,10,936","22,67,723",/yr
4.8,Yugasa Software Labs,440434,"5,27,833","5,73,252",/yr
1.8,Karvy Analytics,189938,"2,27,099","2,47,745",/yr
2.5,Vikash Group Of Institutions,817148,"9,72,277","10,70,593",/yr
4.8,Green agrevolution,1854624,"22,14,136","24,22,425",/yr
2.9,Smith & Sovik,835860,"10,02,306","10,87,344",/yr
3,AIML Data Analytics Solutions,1380442,"16,56,311","17,94,794",/yr
2.8,Ultramatics,176616,"2,11,220","2,30,321",/yr
2.6,ISC IT Services,871864,"10,54,260","11,25,400",/yr
2.9,ExperienceFlow,591060,"7,03,234","7,74,415",/yr
3,"ARKRAY USA, Inc.",1480597,"17,68,257","19,33,236",/yr
3.2,Vitra.ai,557147,"6,65,910","7,26,957",/yr
2,KarmaLifeAI,653922,"7,89,176","8,45,629",/yr
3.2,SunEdison,1347084,"16,16,407","17,51,302",/yr
1.1,Manthan Studio,874661,"10,54,151","11,32,502",/yr
3.1,Tecture Business Solutions,586836,"7,05,713","7,61,377",/yr
4.8,Muthu & Co.,1028423,"12,27,431","13,43,626",/yr
1,Multiscale Technologies,572216,"6,92,530","7,38,010",/yr
3,Avantsy Technologies,605757,"7,26,728","7,87,664",/yr
3,Televisory,1120910,"13,35,036","14,67,239",/yr
3.1,The Fresh Market,254015,"3,05,713","3,29,325",/yr
2.4,American Language Communication Center,842359,"10,14,441","10,91,456",/yr
3,Anil Patil Consultants,2539359,"30,57,873","32,90,525",/yr
3.1,Dr. Muhammed A. Munir,390393,"4,70,850","5,05,133",/yr
2.7,CAPA - Centre for Aviation,5016428,"60,13,292","65,27,778",/yr
4.8,CoffeeBeans Consulting,550842,"6,60,377","7,16,727",/yr
2.3,MST,410986,"4,96,216","5,31,249",/yr
2.8,LIBSYS (India),1481469,"17,76,791","19,26,881",/yr
2.6,ION Trading,913528,"11,03,222","11,80,599",/yr
2.6,BrandIdea Consultancy,583572,"6,96,874","7,62,057",/yr
2,Humsys,1170267,"13,99,419","15,26,249",/yr
4.9,Spocto Solutions,793048,"9,51,990","10,30,630",/yr
4.8,Argoid,731384,"8,69,558","9,58,901",/yr
3,qbeats,392496,"4,68,714","5,12,527",/yr
3,Maharshi,653654,"7,82,873","8,51,263",/yr
4.9,Kantar Analytics Practice,2667501,"32,04,481","34,64,271",/yr
4.9,Endless Gain,1927775,"23,14,136","25,05,302",/yr
1,MetFlux,591024,"7,08,982","7,68,577",/yr
3,NJVC,401026,"4,82,865","5,19,700",/yr
3.1,Palas Hospitality,1106904,"13,26,048","14,41,213",/yr
2.2,Stat Decision Labs,636426,"7,62,240","8,28,824",/yr
4.8,Dehaat,1888527,"22,72,926","24,48,391",/yr
1,Raajanya IT Services,887456,"10,65,417","11,53,224",/yr
2.2,Abhay Techsolutions,450704,"5,40,967","5,85,793",/yr
2.3,Daksh,39994,"47,809","52,177",/yr
2.3,Magic9 Media Analytics,327002,"3,92,408","4,25,097",/yr
3.1,Batlivala & Karani Securities,511320,"6,16,259","6,62,040",/yr
2.8,Advenio Tecnosys,25294,"30,498","32,736",/yr
1,Baby Brand Saffron,84328,"1,01,592","1,09,229",/yr
3,GOLDFINCH,86182,"1,02,800","1,12,656",/yr
2.8,Shah & Anchor Kutchhi Engineering College,37669,"45,184","48,989",/yr
2,Ascentrik Research Services,8950,"10,743","11,633",/yr
3.2,Ethan Allen,32286,"38,732","41,983",/yr
1,Mahatma Gandhi Institute of Education for Peace and Sustainable Development,109148,"1,31,256","1,41,613",/yr
2.3,ArrayGen Technologies,14473,"17,358","18,824",/yr
3.1,Mindpro Technologies,24000,"28,981","31,019",/yr
3,GETIT Infoservices PVT LTD,32322,"38,685","42,119",/yr
3,R.S. Agarwal & Associates,46656,"56,343","60,298",/yr
3.1,Meenakshi Group,40023,"47,851","52,207",/yr
3.2,Aditsh Fin Services,13120,"15,750","17,049",/yr
4.8,MontyCloud,23972,"28,753","31,178",/yr
2.6,Fresh,17869,"21,305","23,368",/yr
3.2,Datascribe Technologies,92583,"1,10,873","1,20,585",/yr
4.9,Katonic,10592,"12,715","13,766",/yr
2,OI Digital,33350,"40,240","43,134",/yr
3.2,Sunrise Senior Living,414869,"4,95,239","5,41,934",/yr
1,Citizn,13273,"15,963","17,219",/yr
3,BumperCrop,950,"1,148","1,227",/yr
4.8,Brillica Services,8194,"9,855","10,630",/yr
3,CHU de Bordeaux,418884,"5,04,633","5,42,577",/yr
3.2,Venturit,8669,"10,377","11,296",/yr
2,InfoLabz,16748,"20,183","21,686",/yr
2.4,BlueBanyan,4654,"5,588","6,046",/yr
3,Radico Khaitan,12320,"14,781","16,020",/yr
3,i2 Decisions,478385,"5,75,236","6,20,727",/yr
3.2,Anand Group,49513,"59,352","64,431",/yr
3.1,Joker's,1387690,"16,63,153","18,06,073",/yr
2,Cognerium Robotic Labs,13339,"15,901","17,447",/yr
4.8,F(x) Data Labs,5734,"6,901","7,434",/yr
3,ZEE5,44553,"53,320","58,063",/yr
3,Evive,47855,"57,343","62,294",/yr
3.2,LivNSense,340762,"4,07,874","4,44,032",/yr
3,Evive,1034216,"12,39,188","13,46,352",/yr
4.8,Brevitaz Systems,815858,"2,01,977","18,37,667",/yr
2.9,Guavus,1844865,"17,31,433","28,80,729",/yr
4.9,AIBridge ML,295230,"3,22,750","4,15,326",/yr
3.2,ExxonMobil,1715121,"12,30,016","30,57,787",/yr
3.7,Tech Data,215120,"17,376","5,20,423",/mo
3.9,Vidooly Media Tech,31738,"12,836","66,510",/mo
4,Bristlecone,43917,"18,881","90,911",/mo
3.8,Flip Robo,213780,"8,467","5,25,983",/mo
4.1,Lotus Interworks,43599,"18,511","90,487",/mo
3.8,Amazon,43841,"2,558","1,07,044",/mo
3.4,OYO,45957,"31,559","83,333",/mo
3.7,Larsen & Toubro,59836,"30,482","1,19,108",/mo
4,First Student,224325,"19,255","5,41,558",/mo
4,Monsoon (India),65897,"52,598","1,12,145",/mo
3.9,Genpact,75269,"12,845","1,75,328",/mo
4.1,Virtual Employee,54548,"22,407","1,13,963",/mo
3.7,Hdfc,72435,"14,421","1,66,667",/mo
4.6,App Orchid,80000,"25,000","1,75,000",/mo
3.8,Piramal Enterprises,56514,"55,532","85,752",/mo
4.3,Exposys Data Labs,28670,"11,106","60,568",/mo
3,Safaltek Software,45732,"41,649","72,682",/mo
3.6,HTC Global Services,34333,"17,770","68,062",/mo
3.4,GlobalData,96781,"31,559","2,10,393",/mo
3.9,ACL Digital,57250,"41,519","1,01,606",/mo
4.1,Analytics Vidhya,10405,"10,209","15,803",/mo
3.8,Concentrix,127789,"19,600","2,99,873",/mo
3.6,Technocolabs,30955,"8,167","69,221",/mo
4.1,Fresher,24974,"10,520","51,916",/mo
3.3,Infosys,17096,"12,739","30,000",/mo
4.3,Markytics,33097,"30,701","52,042",/mo
4,TVS Credit Services,48444,"54,591","66,519",/mo
4.8,Maxgen Technologies,13502,"14,000","19,754",/mo
4.3,Government of India,159097,"74,993","3,22,750",/mo
4.5,IIT Madras,89219,"53,299","1,69,748",/mo
3.7,Jio,26273,"27,273","38,410",/mo
3.8,NextGen Invent,69244,"28,479","1,44,631",/mo
4.6,Blackcoffer,30102,"23,338","51,916",/mo
3.7,Insight Data Science,91862,"25,958","2,03,698",/mo
4.2,Blue Sky Analytics,35967,"38,872","51,046",/mo
4,HighRadius,26803,"15,092","51,916",/mo
4.1,Fractal,32636,"34,751","46,838",/mo
4.1,"Government of India, Department of Space, Indian Space Research Organisation",78203,"14,989","1,80,519",/mo
4.3,Defence Research & Development Organisation,102124,"31,177","2,24,132",/mo
4.1,"Government of India, Department of Space, Indian Space Research Organisation",94900,"32,399","2,04,852",/mo
4.1,Analytics Vidhya,15548,"9,699","29,172",/mo
3.9,The Sparks Foundation,18955,"1,111","46,277",/mo
4.3,Government of India,95467,"10,461","2,28,206",/mo
3.4,OYO,20608,"10,678","40,841",/mo
4.1,"Government of India, Department of Space, Indian Space Research Organisation",107898,"83,221","1,86,523",/mo
4.6,Voziq,10558,"10,758","15,638",/mo
3.6,Bureau of Indian Standards,65845,"65,845","98,768",/mo
3.8,Anthem Biosciences,15932,"9,310","30,520",/mo
4.3,BARC,92504,"57,503","1,73,757",/mo
4,First Student,36017,"10,425","79,617",/mo
3.9,EY,31117,1,"77,792",/mo
4.4,Microsoft,39694,"10,383","88,851",/mo
4.2,Swiggy,36891,"40,837","51,391",/mo
3.9,Genpact,13340,"12,932","20,419",/mo
3.9,Vidooly Media Tech,11948,"8,885","20,985",/mo
4.6,Blackcoffer,6324,"5,105","10,704",/mo
4.1,Fractal,28962,"19,896","52,509",/mo
4,First Student,32501,"12,251","69,001",/mo
3.9,CSIR India,74012,"53,533","1,31,496",/mo
3.7,Innovaccer,32929,"35,647","46,675",/mo
3.1,Xelpmoc Design & Tech,7468,"1,167","17,503",/mo
3.3,Absolutdata,14501,"14,572","21,681",/mo
4.2,OkCredit,32624,"31,559","50,000",/mo
3.6,Zigram,10974,"10,776","16,660",/mo
3.4,Algo8.ai,5549,"4,538","9,335",/mo
4.3,Embibe,144800,"28,807","3,33,193",/mo
4.1,Fresher,16156,"10,383","30,007",/mo
3.9,Tata Consultancy Services,13313,"15,779","17,503",/mo
3.7,Cellworks,22997,"15,000","42,493",/mo
4.3,Defence Research & Development Organisation,104536,"85,752","1,75,587",/mo
4.3,Aptivaa,13130,"16,165","16,660",/mo
3.7,Optum,42204,"49,979","55,532",/mo
4.8,Maxgen Technologies,13579,"16,296","17,651",/mo
3.7,Delhivery,22601,"12,671","43,832",/mo
4,HighRadius,12597,"14,572","16,920",/mo
3.8,Episource,20520,"25,000","26,299",/mo
4.4,CrowdANALYTIX,17042,"19,268","23,338",/mo
4.8,Discover Dollar,13224,"12,739","20,321",/mo
3.3,Ola,32650,"15,779","65,845",/mo
4.1,Accenture,89080,"94,677","1,28,024",/mo
3.9,ZS Associates,39162,"33,319","64,587",/mo
3.8,Achira Labs,30128,"25,342","49,979",/mo
3.9,CSIR,110703,"20,692","2,56,065",/mo
3.9,Aeronautical Development Agency,85812,"79,823","1,34,706",/mo
4.1,ICAR,70236,"60,000","1,15,590",/mo
1.9,Chromous Biotech,23895,"24,732","35,006",/mo
3.9,The Sparks Foundation,29188,"10,520","62,451",/mo
3.8,Nielsen,47922,"53,247","66,558",/mo
4.3,Iris Software,36989,"46,236","46,236",/mo
4,Nones,6226,"5,330","10,234",/mo
4.2,Scienaptic Systems,28350,"35,000","35,875",/mo
4.3,Exposys Data Labs,23250,"25,605","32,521",/mo
3.9,ZS Associates,42213,"50,000","55,532",/mo
4,Deloitte,18671,"15,000","31,678",/mo
4.1,Hewlett Packard Enterprise | HPE,18982,"15,314","32,140",/mo
4.1,IBM,30756,"10,250","66,639",/mo
4.8,Maxgen Technologies,10000,"12,000","13,000",/mo
4,Celebal Technologies,6458,"5,388","10,758",/mo
4.2,Indian Council of Medical Research,45812,"51,252","63,277",/mo
4.5,IIT Delhi,55403,"34,677","1,03,831",/mo
3.6,Home Credit India,13750,"5,204","29,172",/mo
4.4,Scaler Academy,27218,"31,225","36,819",/mo
4.3,Mad Street Den Systems,17975,"18,315","26,623",/mo
4.2,MSCI,51163,"62,451","65,456",/mo
3.4,Yatra Online Pvt Ltd,11480,"11,523","17,177",/mo
4.3,NeenOpal,14785,"15,923","21,039",/mo
4,Elucidata (MA),22328,"26,649","29,172",/mo
3.7,Jio,19370,"10,242","38,182",/mo
3.8,Impact Analytics,18038,"19,754","25,342",/mo
4.3,Fidelity Investments,26670,"8,330","58,344",/mo
3.4,Cartesian Consulting,19355,"23,046","25,342",/mo
4,Ericsson-Worldwide,28259,"26,299","44,349",/mo
3.8,DataScientest,109460,"10,660","2,62,991",/mo
3.6,HT Media,14976,"15,923","21,517",/mo
4,DMI Finance,23964,"21,039","38,872",/mo
4.1,Mahindra,19536,"17,615","31,225",/mo
3.9,Publicis Sapient,27852,"33,200","36,430",/mo
4.3,Tatvic Analytics,15147,"9,503","28,364",/mo
3.5,Hop financial solutions,24090,"7,146","53,078",/mo
4.3,CRED,65920,"62,299","1,02,501",/mo
4.2,Innoplexus,22808,"19,007","38,014",/mo
4.1,Sony,32327,"35,818","45,000",/mo
3.9,Bounce,30339,"35,006","40,841",/mo
4,PayPal,34513,"30,750","55,532",/mo
4.4,Coriolis Technologies,14572,"17,177","19,253",/mo
3.5,Profeza,9277,"11,523","11,669",/mo
3.2,HRS Group,31934,"37,372","42,462",/mo
3.8,Edelweiss Financial Services,16895,"19,754","22,484",/mo
4.8,Maxgen Technologies,11893,"13,742","15,990",/mo
4.1,Novozymes,82484,"56,209","1,50,000",/mo
3.9,L'Oréal,196047,"2,02,736","2,87,382",/mo
3.6,Fare Labs,31806,"32,923","46,591",/mo
4.4,NRSC,65342,"63,356","1,00,000",/mo
4.5,National Aerospace Laboratories,93182,"99,838","1,33,117",/mo
4.1,Department of Atomic Energy (India),83900,"82,363","1,27,387",/mo
4.1,IBM,62558,"34,810","1,21,585",/mo
4.7,Curvelogics,32490,"31,225","50,000",/mo
4,Nones,188,149,320,/hr
4.2,Freelancer,675,124,"1,564",/hr
4.2,Freelancer,653,105,"1,527",/hr
3.4,Aditya Birla Management,"8,45,532","10,12,400","11,01,429",/yr
4,Saama Technologies,"6,86,887","8,24,698","8,92,520",/yr
4.5,Zoho,"5,00,064","6,02,763","6,47,396",/yr
3.7,BizViz Technologies,"4,56,904","5,49,096","5,93,164",/yr
3.8,GreyAtom,"6,70,165","7,99,236","8,76,177",/yr
,Dristia,"5,71,946","6,85,861","7,44,005",/yr
4.1,Myntra,"17,66,667","21,21,124","22,95,543",/yr
4.1,Verdis,"5,87,719","6,99,564","7,69,733",/yr
3.4,"Data Dynamics, Inc","6,00,225","7,23,255","7,77,308",/yr
4,San Juan USD - Sacramento County,"9,25,447","10,99,847","12,13,770",/yr
4,Connexis Technologies,"3,53,626","4,22,898","4,61,168",/yr
4,Toluna,"4,20,913","5,02,474","5,49,809",/yr
4.1,Cummins,"5,73,288","6,86,977","7,46,243",/yr
4,ParallelDots,"4,67,232","5,58,917","6,09,163",/yr
4.1,IHS Markit,"19,06,132","22,87,924","24,77,405",/yr
3.7,Vivriti Capital,"12,02,971","14,44,556","15,62,871",/yr
4.8,Nu-Pie Management Consultancy Services,"3,64,274","4,38,342","4,72,342",/yr
4.1,Ford Credit,"7,29,017","8,73,379","9,49,164",/yr
4.3,dunnhumby,"10,35,123","12,42,106","13,45,702",/yr
3.6,AB InBev,"11,44,174","13,67,522","14,92,913",/yr
3.6,Aegis Consulting (India),"5,78,157","6,94,260","7,51,133",/yr
4,Deloitte,"7,93,677","9,52,716","10,31,477",/yr
3.9,CARS24.com,"8,66,756","10,39,341","11,27,549",/yr
4,J.P. Morgan Asset Management,"19,53,665","23,63,929","25,20,234",/yr
3.8,Juicy Couture,"11,62,740","13,99,903","15,06,948",/yr
4.4,Tavant,"5,08,462","6,11,160","6,59,995",/yr
3.6,ConcertAI,"8,87,390","10,66,583","11,51,892",/yr
4,Think Analytics,"5,70,941","6,89,334","7,38,019",/yr
3.7,BYJU'S,"5,23,696","6,30,100","6,79,139",/yr
3.5,Netlink,"6,28,505","7,51,876","8,19,386",/yr
3.7,EYGBS (India),"3,75,198","4,48,674","4,89,321",/yr
4.2,CustomerInsights.AI,"4,79,561","5,79,858","6,19,044",/yr
4.6,BluePi,"3,97,336","4,78,759","5,14,580",/yr
3.7,Xtage Technologies,"13,03,656","15,64,180","16,94,960",/yr
3.9,Practically,"3,31,194","3,95,507","4,32,477",/yr
4.1,University of Delhi,"9,44,917","11,38,359","12,23,934",/yr
3.5,News Technology Services,"5,57,358","6,67,458","7,25,937",/yr
4.3,Softsensor AI,"4,89,760","5,89,327","6,35,072",/yr
3.9,ZS Associates,"12,34,515","14,72,688","16,13,600",/yr
4.6,Hiddime,"4,02,274","4,81,840","5,23,845",/yr
3.8,Nielsen,"6,49,460","7,84,665","8,38,984",/yr
3.1,NextOrbit,"4,31,385","5,16,321","5,62,142",/yr
,Jyoshna,"3,57,067","4,28,744","4,63,923",/yr
4.2,Datametica,"7,80,464","9,32,925","10,18,234",/yr
4,Aditya Birla Group,"7,35,069","8,85,780","9,51,892",/yr
3.1,National Payments Corporation of India,"4,23,852","5,09,004","5,50,625",/yr
3.3,Prakshep,"8,11,240","9,64,444","10,63,655",/yr
3.3,Eigenlytics,"12,83,053","15,32,640","16,74,992",/yr
4.3,Sciffer Analytics,"2,49,861","2,99,330","3,25,322",/yr
3.7,Netcore Cloud,"7,35,872","8,83,689","9,55,990",/yr
3.3,Public Affairs Center,"4,89,073","5,87,873","6,34,809",/yr
,Shubhlabh techmedia,"3,13,980","3,73,965","4,10,984",/yr
3.5,Theorem,"3,52,358","4,22,115","4,58,780",/yr
3.8,xxx,"7,34,327","8,76,949","9,58,868",/yr
3.9,Aptos,"24,38,338","29,05,691","31,90,155",/yr
3.8,Epsilon,"28,56,026","34,37,507","37,02,557",/yr
3.9,Verizon,"28,73,621","34,49,196","37,34,856",/yr
3.9,Sanofi,"24,46,915","29,51,876","31,65,412",/yr
4.3,Altimetrik,"24,13,680","29,07,210","31,26,990",/yr
3.3,RS Software,"44,47,500","53,17,255","58,01,495",/yr
3.4,Yottaasys,"89,887","1,07,791","1,16,926",/yr
4.2,Noodle.ai,"38,54,178","45,84,384","50,51,061",/yr
3.8,Probe Information Services,"16,90,080","20,17,601","22,07,599",/yr
4.3,CreditVidya,"32,73,482","39,38,967","42,44,739",/yr
4.2,HealthKart,"23,92,188","28,67,340","31,13,130",/yr
4.3,Zendrive,"74,45,613","88,89,007","97,25,026",/yr
2.8,RailYatri,"24,97,191","29,95,183","32,47,795",/yr
4.2,Enquero,"44,47,500","53,17,255","58,01,495",/yr
3.3,Clean Harbors,"24,62,330","29,47,914","32,07,911",/yr
4.3,Tiger Analytics,"28,82,072","34,48,029","37,57,152",/yr
3.5,People Tech Group,"19,63,039","23,52,514","25,55,084",/yr
4,Ericsson-Worldwide,"64,47,140","77,07,030","84,10,820",/yr
3.9,CA Technologies,"18,57,916","22,18,173","24,26,617",/yr
3.9,AppZen,"16,07,344","19,32,200","20,86,160",/yr
3.9,Innominds Software,"19,66,427","23,59,330","25,56,737",/yr
4.1,Accentue,"25,81,824","31,00,546","33,54,015",/yr
4,PayPal,"45,30,692","54,18,163","59,08,568",/yr
3.8,LTI,"18,68,026","22,36,787","24,33,277",/yr
3.9,ABB,"20,53,001","24,61,385","26,71,117",/yr
3.7,Jio,"13,64,053","16,46,790","17,63,342",/yr
4.2,MiQ,"34,75,927","41,75,513","45,14,304",/yr
3.9,Astreya,"23,47,569","28,09,603","30,59,319",/yr
3.8,Nnnn,"23,19,327","27,99,022","29,99,296",/yr
3.3,Altisource,"25,53,016","30,68,976","33,13,563",/yr
3.8,Amazon,"4,99,934","5,94,766","6,55,069",/yr
4.2,Birdeye,"28,40,108","34,11,289","36,88,981",/yr
2.8,MachinePulse,"30,45,372","36,55,173","39,58,257",/yr
3.8,BNP Paribas,"15,57,306","18,69,590","20,23,676",/yr
4.2,Noodle.ai,"17,24,934","20,70,580","22,41,755",/yr
3.3,QiO Technologies,"23,99,484","28,78,290","31,20,420",/yr
4.1,Novartis,"12,53,384","15,04,545","16,28,915",/yr
3.8,Capgemini,"17,08,063","20,48,215","22,21,943",/yr
3.7,Grail Insights,"12,62,604","15,11,469","16,45,042",/yr
4.1,Unilever,"16,37,652","19,84,190","21,09,940",/yr
3.4,ICICI Securities,"5,62,114","6,72,147","7,33,138",/yr
3.8,Nielsen,"2,22,161","2,65,839","2,89,564",/yr
3.8,RBL Bank,"9,86,300","11,77,777","12,87,974",/yr
4.9,Learnbay,"1,65,633","1,97,988","2,16,094",/yr
4.3,Gramener,"1,89,506","2,27,223","2,46,541",/yr
4.7,Applied Intelligence,"26,24,202","31,64,085","33,96,421",/yr
3.8,Cognizant Technology Solutions,"15,51,872","18,69,323","20,10,358",/yr
